O_id,D_id,flow
c100,b120,556
c100,b121,710
c100,b122,280
c100,a123,7
c100,a124,10
c100,a125,5
c100,a126,11
c100,a127,6663
c100,a128,18
c100,b129,47
c100,b130,33
c100,a131,2
c100,a132,1
c100,a133,2
c100,c134,408
c100,c135,433
c100,c136,573
c100,c137,346
c100,c138,427
c100,c139,281
c100,a140,8
c100,a141,14
c100,a142,6
c100,a143,5
c100,a144,11
c100,a145,6
c100,a146,19
c100,a147,39
c100,a148,81
c100,a149,10136
c100,a150,28
c100,a151,3
c100,a152,4
c100,a153,8
c100,a154,13
c100,a155,3
c100,a156,3
c100,a157,49
c100,a158,30
c100,a159,39
c100,a160,11807
c100,a161,41
c100,a162,79
c100,a163,6105
c100,a164,22
c100,a165,23
c100,a166,39
c100,a167,22
c100,a168,36
c100,a169,6
c100,a170,8
c100,a171,7
c100,a172,8
c100,a173,10
c100,a174,11
c100,a175,5
c100,a176,6989
c100,a177,3
c100,a178,5
c100,a179,4
c100,a180,7
c100,a181,2
c100,a182,2
c100,a183,9253
c100,a184,6737
c100,a185,4
c100,a186,2
c100,a187,9
c100,b188,96
c100,c189,292
c100,c190,984
c100,c191,2524
c100,c192,2884
c100,b193,37
c100,a194,10
c100,a195,3
c101,c102,0
c101,c103,15
c101,c104,0
c101,c105,415
c101,c106,827
c101,c107,622
c101,c108,343
c101,c109,368
c101,c110,603
c101,a111,114
c101,a112,142
c101,a113,35
c101,a114,287
c101,a115,291
c101,a116,26
c101,b117,797
c101,b118,487
c101,b119,124
c101,b120,655
c101,b121,778
c101,b122,395
c101,a123,10
c101,a124,17
c101,a125,7
c101,a126,14
c101,a127,5
c101,a128,38
c101,b129,149
c101,b130,193
c101,a131,3
c101,a132,2
c101,a133,3
c101,c134,336
c101,c135,351
c101,c136,474
c101,c137,281
c101,c138,372
c101,c139,237
c101,a140,16
c101,a141,23
c101,a142,12
c101,a143,10
c101,a144,22
c101,a145,12
c101,a146,38
c101,a147,83
c101,a148,286
c101,a149,108
c101,a150,54
c101,a151,5
c101,a152,7
c101,a153,12
c101,a154,19
c101,a155,5
c101,a156,3
c101,a157,85
c101,a158,57
c101,a159,205
c101,a160,34
c101,a161,232
c101,a162,170
c101,a163,281
c101,a164,36
c101,a165,37
c101,a166,75
c101,a167,36
c101,a168,109
c101,a169,10
c101,a170,14
c101,a171,12
c101,a172,12
c101,a173,15
c101,a174,18
c101,a175,8
c101,a176,6
c101,a177,5
c101,a178,8
c101,a179,7
c101,a180,11
c101,a181,3
c101,a182,4
c101,a183,3
c101,a184,4
c101,a185,6
c101,a186,3
c101,a187,10
c101,b188,88
c101,c189,242
c101,c190,736
c101,c191,2633
c101,c192,2617
c101,b193,273
c101,a194,25
c101,a195,8
c102,c103,0
c102,c104,17
c102,c105,938
c102,c106,1798
c102,c107,1372
c102,c108,775
c102,c109,852
c102,c110,1368
c102,a111,30
c102,a112,42
c102,a113,6
c102,a114,34
c102,a115,65
c102,a116,5
c102,b117,706
c102,b118,256
c102,b119,40
c102,b120,545
c102,b121,705
c102,b122,365
c102,a123,7
c102,a124,10
c102,a125,2
c102,a126,13
c102,a127,3
c102,a128,23
c102,b129,52
c102,b130,31
c102,a131,2
c102,a132,1
c102,a133,1
c102,c134,731
c102,c135,781
c102,c136,1013
c102,c137,626
c102,c138,744
c102,c139,502
c102,a140,3
c102,a141,9
c102,a142,3
c102,a143,3
c102,a144,6
c102,a145,3
c102,a146,11
c102,a147,26
c102,a148,73
c102,a149,88
c102,a150,33
c102,a151,2
c102,a152,2
c102,a153,5
c102,a154,11
c102,a155,2
c102,a156,2
c102,a157,43
c102,a158,18
c102,a159,33
c102,a160,8
c102,a161,38
c102,a162,85
c102,a163,113
c102,a164,18
c102,a165,20
c102,a166,37
c102,a167,16
c102,a168,37
c102,a169,2
c102,a170,5
c102,a171,4
c102,a172,6
c102,a173,6
c102,a174,5
c102,a175,3
c102,a176,2
c102,a177,2
c102,a178,3
c102,a179,2
c102,a180,3
c102,a181,1
c102,a182,1
c102,a183,1
c102,a184,2
c102,a185,1
c102,a186,1
c102,a187,12
c102,b188,159
c102,c189,524
c102,c190,1677
c102,c191,2955
c102,c192,2474
c102,b193,28
c102,a194,4
c102,a195,2
c103,c104,0
c103,c105,681
c103,c106,1268
c103,c107,998
c103,c108,571
c103,c109,580
c103,c110,916
c103,a111,137
c103,a112,153
c103,a113,36
c103,a114,400
c103,a115,341
c103,a116,29
c103,b117,516
c103,b118,260
c103,b119,0
c103,b120,469
c103,b121,546
c103,b122,630
c103,a123,19
c103,a124,35
c103,a125,14
c103,a126,26
c103,a127,11
c103,a128,87
c103,b129,307
c103,b130,378
c103,a131,6
c103,a132,4
c103,a133,5
c103,c134,578
c103,c135,593
c103,c136,801
c103,c137,478
c103,c138,656
c103,c139,424
c103,a140,21
c103,a141,35
c103,a142,15
c103,a143,15
c103,a144,27
c103,a145,16
c103,a146,45
c103,a147,95
c103,a148,390
c103,a149,199
c103,a150,115
c103,a151,9
c103,a152,11
c103,a153,24
c103,a154,34
c103,a155,9
c103,a156,6
c103,a157,126
c103,a158,73
c103,a159,329
c103,a160,47
c103,a161,383
c103,a162,289
c103,a163,424
c103,a164,62
c103,a165,68
c103,a166,132
c103,a167,56
c103,a168,210
c103,a169,17
c103,a170,23
c103,a171,20
c103,a172,22
c103,a173,26
c103,a174,31
c103,a175,14
c103,a176,10
c103,a177,9
c103,a178,13
c103,a179,12
c103,a180,19
c103,a181,6
c103,a182,8
c103,a183,5
c103,a184,8
c103,a185,11
c103,a186,5
c103,a187,17
c103,b188,164
c103,c189,421
c103,c190,948
c103,c191,2257
c103,c192,1730
c103,b193,274
c103,a194,21
c103,a195,8
c104,c105,443
c104,c106,820
c104,c107,652
c104,c108,374
c104,c109,367
c104,c110,577
c104,a111,296
c104,a112,333
c104,a113,118
c104,a114,597
c104,a115,614
c104,a116,94
c104,b117,606
c104,b118,394
c104,b119,1
c104,b120,522
c104,b121,626
c104,b122,753
c104,a123,33
c104,a124,59
c104,a125,29
c104,a126,38
c104,a127,21
c104,a128,119
c104,b129,448
c104,b130,582
c104,a131,11
c104,a132,9
c104,a133,12
c104,c134,394
c104,c135,396
c104,c136,564
c104,c137,319
c104,c138,485
c104,c139,309
c104,a140,66
c104,a141,82
c104,a142,45
c104,a143,39
c104,a144,79
c104,a145,47
c104,a146,126
c104,a147,223
c104,a148,486
c104,a149,259
c104,a150,166
c104,a151,20
c104,a152,28
c104,a153,48
c104,a154,61
c104,a155,17
c104,a156,12
c104,a157,221
c104,a158,177
c104,a159,557
c104,a160,128
c104,a161,628
c104,a162,415
c104,a163,620
c104,a164,112
c104,a165,113
c104,a166,207
c104,a167,117
c104,a168,319
c104,a169,43
c104,a170,55
c104,a171,44
c104,a172,43
c104,a173,54
c104,a174,72
c104,a175,30
c104,a176,21
c104,a177,20
c104,a178,30
c104,a179,28
c104,a180,45
c104,a181,14
c104,a182,18
c104,a183,12
c104,a184,16
c104,a185,24
c104,a186,9
c104,a187,22
c104,b188,138
c104,c189,290
c104,c190,579
c104,c191,1933
c104,c192,1718
c104,b193,602
c104,a194,78
c104,a195,28
c105,c106,0
c105,c107,0
c105,c108,0
c105,c109,0
c105,c110,0
c105,a111,7
c105,a112,6
c105,a113,4
c105,a114,6
c105,a115,6
c105,a116,4
c105,b117,352
c105,b118,247
c105,b119,79
c105,b120,173
c105,b121,252
c105,b122,334
c105,a123,77
c105,a124,78
c105,a125,42
c105,a126,115
c105,a127,48
c105,a128,150
c105,b129,87
c105,b130,41
c105,a131,21
c105,a132,14
c105,a133,14
c105,c134,0
c105,c135,0
c105,c136,0
c105,c137,7
c105,c138,48
c105,c139,302
c105,a140,6
c105,a141,15
c105,a142,4
c105,a143,6
c105,a144,5
c105,a145,4
c105,a146,7
c105,a147,11
c105,a148,17
c105,a149,187
c105,a150,106
c105,a151,10
c105,a152,8
c105,a153,49
c105,a154,52
c105,a155,32
c105,a156,31
c105,a157,32
c105,a158,12
c105,a159,15
c105,a160,14
c105,a161,17
c105,a162,58
c105,a163,59
c105,a164,41
c105,a165,59
c105,a166,44
c105,a167,27
c105,a168,53
c105,a169,12
c105,a170,14
c105,a171,23
c105,a172,36
c105,a173,29
c105,a174,24
c105,a175,15
c105,a176,12
c105,a177,16
c105,a178,20
c105,a179,14
c105,a180,17
c105,a181,21
c105,a182,16
c105,a183,18
c105,a184,27
c105,a185,29
c105,a186,26
c105,a187,113
c105,b188,994
c105,c189,109
c105,c190,226
c105,c191,158
c105,c192,80
c105,b193,2
c105,a194,1
c105,a195,1
c106,c107,0
c106,c108,0
c106,c109,0
c106,c110,0
c106,a111,4
c106,a112,5
c106,a113,1
c106,a114,4
c106,a115,6
c106,a116,1
c106,b117,441
c106,b118,273
c106,b119,103
c106,b120,255
c106,b121,333
c106,b122,378
c106,a123,29
c106,a124,29
c106,a125,8
c106,a126,60
c106,a127,13
c106,a128,96
c106,b129,64
c106,b130,24
c106,a131,6
c106,a132,3
c106,a133,2
c106,c134,21
c106,c135,0
c106,c136,7
c106,c137,143
c106,c138,167
c106,c139,673
c106,a140,1
c106,a141,5
c106,a142,1
c106,a143,2
c106,a144,1
c106,a145,1
c106,a146,2
c106,a147,5
c106,a148,15
c106,a149,157
c106,a150,68
c106,a151,3
c106,a152,2
c106,a153,11
c106,a154,20
c106,a155,9
c106,a156,10
c106,a157,19
c106,a158,4
c106,a159,9
c106,a160,3
c106,a161,12
c106,a162,51
c106,a163,55
c106,a164,18
c106,a165,27
c106,a166,28
c106,a167,11
c106,a168,35
c106,a169,2
c106,a170,4
c106,a171,5
c106,a172,12
c106,a173,8
c106,a174,5
c106,a175,4
c106,a176,3
c106,a177,3
c106,a178,5
c106,a179,3
c106,a180,4
c106,a181,3
c106,a182,2
c106,a183,3
c106,a184,7
c106,a185,5
c106,a186,8
c106,a187,71
c106,b188,985
c106,c189,509
c106,c190,494
c106,c191,327
c106,c192,166
c106,b193,1
c106,a194,0
c106,a195,0
c107,c108,0
c107,c109,168
c107,c110,152
c107,a111,8
c107,a112,7
c107,a113,3
c107,a114,12
c107,a115,10
c107,a116,3
c107,b117,498
c107,b118,336
c107,b119,128
c107,b120,256
c107,b121,366
c107,b122,435
c107,a123,59
c107,a124,64
c107,a125,27
c107,a126,100
c107,a127,34
c107,a128,165
c107,b129,128
c107,b130,76
c107,a131,15
c107,a132,9
c107,a133,9
c107,c134,0
c107,c135,0
c107,c136,0
c107,c137,0
c107,c138,0
c107,c139,61
c107,a140,5
c107,a141,12
c107,a142,3
c107,a143,5
c107,a144,4
c107,a145,3
c107,a146,6
c107,a147,11
c107,a148,28
c107,a149,223
c107,a150,120
c107,a151,7
c107,a152,6
c107,a153,34
c107,a154,43
c107,a155,23
c107,a156,23
c107,a157,34
c107,a158,10
c107,a159,25
c107,a160,10
c107,a161,32
c107,a162,80
c107,a163,91
c107,a164,37
c107,a165,54
c107,a166,51
c107,a167,24
c107,a168,72
c107,a169,9
c107,a170,11
c107,a171,16
c107,a172,28
c107,a173,22
c107,a174,17
c107,a175,11
c107,a176,9
c107,a177,11
c107,a178,14
c107,a179,9
c107,a180,13
c107,a181,13
c107,a182,10
c107,a183,11
c107,a184,19
c107,a185,18
c107,a186,19
c107,a187,108
c107,b188,924
c107,c189,38
c107,c190,2095
c107,c191,230
c107,c192,119
c107,b193,4
c107,a194,1
c107,a195,0
c108,c109,0
c108,c110,33
c108,a111,9
c108,a112,7
c108,a113,5
c108,a114,7
c108,a115,6
c108,a116,5
c108,b117,332
c108,b118,239
c108,b119,74
c108,b120,158
c108,b121,240
c108,b122,323
c108,a123,99
c108,a124,100
c108,a125,59
c108,a126,140
c108,a127,65
c108,a128,170
c108,b129,97
c108,b130,48
c108,a131,29
c108,a132,19
c108,a133,20
c108,c134,0
c108,c135,0
c108,c136,0
c108,c137,0
c108,c138,61
c108,c139,213
c108,a140,9
c108,a141,20
c108,a142,5
c108,a143,8
c108,a144,7
c108,a145,5
c108,a146,9
c108,a147,14
c108,a148,18
c108,a149,202
c108,a150,123
c108,a151,13
c108,a152,12
c108,a153,66
c108,a154,67
c108,a155,44
c108,a156,42
c108,a157,38
c108,a158,15
c108,a159,18
c108,a160,19
c108,a161,20
c108,a162,63
c108,a163,61
c108,a164,52
c108,a165,74
c108,a166,53
c108,a167,35
c108,a168,62
c108,a169,17
c108,a170,19
c108,a171,31
c108,a172,48
c108,a173,39
c108,a174,33
c108,a175,20
c108,a176,16
c108,a177,21
c108,a178,27
c108,a179,19
c108,a180,24
c108,a181,29
c108,a182,22
c108,a183,25
c108,a184,36
c108,a185,41
c108,a186,38
c108,a187,141
c108,b188,966
c108,c189,0
c108,c190,192
c108,c191,126
c108,c192,66
c108,b193,2
c108,a194,2
c108,a195,1
c109,c110,0
c109,a111,4
c109,a112,4
c109,a113,2
c109,a114,2
c109,a115,3
c109,a116,2
c109,b117,245
c109,b118,172
c109,b119,51
c109,b120,125
c109,b121,172
c109,b122,241
c109,a123,41
c109,a124,41
c109,a125,21
c109,a126,64
c109,a127,24
c109,a128,84
c109,b129,45
c109,b130,16
c109,a131,11
c109,a132,7
c109,a133,7
c109,c134,907
c109,c135,320
c109,c136,797
c109,c137,783
c109,c138,1122
c109,c139,1618
c109,a140,3
c109,a141,8
c109,a142,2
c109,a143,3
c109,a144,3
c109,a145,2
c109,a146,4
c109,a147,7
c109,a148,9
c109,a149,115
c109,a150,59
c109,a151,5
c109,a152,4
c109,a153,25
c109,a154,28
c109,a155,16
c109,a156,16
c109,a157,19
c109,a158,7
c109,a159,7
c109,a160,7
c109,a161,8
c109,a162,34
c109,a163,34
c109,a164,23
c109,a165,32
c109,a166,25
c109,a167,15
c109,a168,28
c109,a169,6
c109,a170,7
c109,a171,11
c109,a172,19
c109,a173,15
c109,a174,12
c109,a175,8
c109,a176,6
c109,a177,8
c109,a178,10
c109,a179,7
c109,a180,9
c109,a181,10
c109,a182,8
c109,a183,9
c109,a184,13
c109,a185,14
c109,a186,14
c109,a187,67
c109,b188,909
c109,c189,894
c109,c190,0
c109,c191,170
c109,c192,85
c109,b193,1
c109,a194,1
c109,a195,0
c110,a111,4
c110,a112,3
c110,a113,1
c110,a114,2
c110,a115,4
c110,a116,1
c110,b117,310
c110,b118,211
c110,b119,71
c110,b120,175
c110,b121,228
c110,b122,295
c110,a123,25
c110,a124,25
c110,a125,9
c110,a126,46
c110,a127,13
c110,a128,71
c110,b129,43
c110,b130,15
c110,a131,6
c110,a132,3
c110,a133,3
c110,c134,910
c110,c135,336
c110,c136,785
c110,c137,1175
c110,c138,1128
c110,c139,1721
c110,a140,1
c110,a141,5
c110,a142,1
c110,a143,2
c110,a144,2
c110,a145,1
c110,a146,2
c110,a147,5
c110,a148,10
c110,a149,110
c110,a150,48
c110,a151,2
c110,a152,2
c110,a153,12
c110,a154,17
c110,a155,8
c110,a156,9
c110,a157,16
c110,a158,4
c110,a159,6
c110,a160,4
c110,a161,8
c110,a162,36
c110,a163,38
c110,a164,15
c110,a165,21
c110,a166,21
c110,a167,9
c110,a168,24
c110,a169,3
c110,a170,4
c110,a171,5
c110,a172,10
c110,a173,8
c110,a174,6
c110,a175,4
c110,a176,3
c110,a177,3
c110,a178,5
c110,a179,3
c110,a180,4
c110,a181,4
c110,a182,3
c110,a183,3
c110,a184,7
c110,a185,6
c110,a186,7
c110,a187,52
c110,b188,863
c110,c189,1402
c110,c190,2
c110,c191,265
c110,c192,132
c110,b193,1
c110,a194,0
c110,a195,0
a111,a112,0
a111,a113,0
a111,a114,0
a111,a115,0
a111,a116,14
a111,b117,850
a111,b118,592
a111,b119,626
a111,b120,702
a111,b121,980
a111,b122,604
a111,a123,444
a111,a124,566
a111,a125,522
a111,a126,309
a111,a127,369
a111,a128,255
a111,b129,564
a111,b130,667
a111,a131,239
a111,a132,330
a111,a133,350
a111,c134,19
a111,c135,12
a111,c136,24
a111,c137,14
a111,c138,44
a111,c139,42
a111,a140,1950
a111,a141,2263
a111,a142,2278
a111,a143,2135
a111,a144,811
a111,a145,1953
a111,a146,46
a111,a147,0
a111,a148,0
a111,a149,843
a111,a150,687
a111,a151,849
a111,a152,1521
a111,a153,801
a111,a154,1225
a111,a155,321
a111,a156,250
a111,a157,1437
a111,a158,235
a111,a159,376
a111,a160,1722
a111,a161,574
a111,a162,1388
a111,a163,916
a111,a164,1759
a111,a165,1337
a111,a166,1805
a111,a167,2225
a111,a168,1075
a111,a169,1503
a111,a170,2029
a111,a171,1221
a111,a172,898
a111,a173,1244
a111,a174,1916
a111,a175,930
a111,a176,796
a111,a177,698
a111,a178,951
a111,a179,1063
a111,a180,1498
a111,a181,413
a111,a182,539
a111,a183,355
a111,a184,336
a111,a185,591
a111,a186,315
a111,a187,169
a111,b188,127
a111,c189,22
a111,c190,2
a111,c191,10
a111,c192,9
a111,b193,586
a111,a194,405
a111,a195,2299
a112,a113,0
a112,a114,0
a112,a115,0
a112,a116,656
a112,b117,748
a112,b118,609
a112,b119,792
a112,b120,954
a112,b121,925
a112,b122,503
a112,a123,256
a112,a124,331
a112,a125,299
a112,a126,178
a112,a127,212
a112,a128,168
a112,b129,443
a112,b130,635
a112,a131,139
a112,a132,187
a112,a133,201
a112,c134,13
a112,c135,9
a112,c136,20
a112,c137,10
a112,c138,34
a112,c139,28
a112,a140,2067
a112,a141,1639
a112,a142,1951
a112,a143,1486
a112,a144,1809
a112,a145,2051
a112,a146,925
a112,a147,99
a112,a148,78
a112,a149,552
a112,a150,434
a112,a151,488
a112,a152,928
a112,a153,463
a112,a154,736
a112,a155,186
a112,a156,145
a112,a157,1897
a112,a158,1406
a112,a159,1029
a112,a160,2065
a112,a161,978
a112,a162,1173
a112,a163,1071
a112,a164,1132
a112,a165,819
a112,a166,1320
a112,a167,1638
a112,a168,787
a112,a169,910
a112,a170,1339
a112,a171,734
a112,a172,526
a112,a173,745
a112,a174,1242
a112,a175,541
a112,a176,455
a112,a177,398
a112,a178,555
a112,a179,617
a112,a180,913
a112,a181,238
a112,a182,310
a112,a183,204
a112,a184,195
a112,a185,344
a112,a186,178
a112,a187,97
a112,b188,76
a112,c189,15
a112,c190,2
a112,c191,15
a112,c192,18
a112,b193,192
a112,a194,355
a112,a195,2059
a113,a114,38
a113,a115,79
a113,a116,0
a113,b117,480
a113,b118,88
a113,b119,32
a113,b120,596
a113,b121,744
a113,b122,216
a113,a123,512
a113,a124,595
a113,a125,629
a113,a126,326
a113,a127,466
a113,a128,179
a113,b129,224
a113,b130,123
a113,a131,337
a113,a132,500
a113,a133,511
a113,c134,10
a113,c135,6
a113,c136,7
a113,c137,9
a113,c138,15
a113,c139,27
a113,a140,1852
a113,a141,2945
a113,a142,2529
a113,a143,2943
a113,a144,266
a113,a145,1441
a113,a146,0
a113,a147,0
a113,a148,187
a113,a149,675
a113,a150,591
a113,a151,1280
a113,a152,2261
a113,a153,935
a113,a154,1510
a113,a155,427
a113,a156,348
a113,a157,2219
a113,a158,296
a113,a159,548
a113,a160,1656
a113,a161,348
a113,a162,1247
a113,a163,652
a113,a164,2021
a113,a165,1430
a113,a166,1994
a113,a167,2830
a113,a168,804
a113,a169,2182
a113,a170,2838
a113,a171,1660
a113,a172,1112
a113,a173,1622
a113,a174,2571
a113,a175,1344
a113,a176,1193
a113,a177,1038
a113,a178,1367
a113,a179,1564
a113,a180,2093
a113,a181,593
a113,a182,783
a113,a183,517
a113,a184,456
a113,a185,802
a113,a186,477
a113,a187,197
a113,b188,108
a113,c189,14
a113,c190,0
a113,c191,3
a113,c192,2
a113,b193,126
a113,a194,39
a113,a195,1805
a114,a115,0
a114,a116,118
a114,b117,1493
a114,b118,2405
a114,b119,2141
a114,b120,593
a114,b121,1321
a114,b122,1783
a114,a123,58
a114,a124,149
a114,a125,44
a114,a126,51
a114,a127,32
a114,a128,381
a114,b129,1626
a114,b130,2516
a114,a131,19
a114,a132,23
a114,a133,27
a114,c134,21
a114,c135,11
a114,c136,70
a114,c137,9
a114,c138,131
a114,c139,44
a114,a140,182
a114,a141,178
a114,a142,168
a114,a143,135
a114,a144,168
a114,a145,174
a114,a146,68
a114,a147,0
a114,a148,0
a114,a149,783
a114,a150,568
a114,a151,58
a114,a152,97
a114,a153,77
a114,a154,131
a114,a155,26
a114,a156,20
a114,a157,300
a114,a158,62
a114,a159,714
a114,a160,152
a114,a161,1437
a114,a162,1478
a114,a163,1761
a114,a164,275
a114,a165,277
a114,a166,761
a114,a167,234
a114,a168,1428
a114,a169,114
a114,a170,141
a114,a171,99
a114,a172,79
a114,a173,107
a114,a174,159
a114,a175,72
a114,a176,56
a114,a177,51
a114,a178,74
a114,a179,77
a114,a180,117
a114,a181,32
a114,a182,41
a114,a183,27
a114,a184,27
a114,a185,47
a114,a186,22
a114,a187,17
a114,b188,53
a114,c189,16
a114,c190,1
a114,c191,9
a114,c192,9
a114,b193,1136
a114,a194,168
a114,a195,137
a115,a116,426
a115,b117,1158
a115,b118,1644
a115,b119,2178
a115,b120,1487
a115,b121,1232
a115,b122,1080
a115,a123,91
a115,a124,158
a115,a125,95
a115,a126,69
a115,a127,67
a115,a128,238
a115,b129,953
a115,b130,1654
a115,a131,43
a115,a132,55
a115,a133,62
a115,c134,15
a115,c135,9
a115,c136,38
a115,c137,8
a115,c138,68
a115,c139,28
a115,a140,575
a115,a141,468
a115,a142,493
a115,a143,366
a115,a144,583
a115,a145,548
a115,a146,412
a115,a147,11
a115,a148,46
a115,a149,557
a115,a150,408
a115,a151,139
a115,a152,245
a115,a153,152
a115,a154,246
a115,a155,58
a115,a156,45
a115,a157,735
a115,a158,436
a115,a159,1530
a115,a160,596
a115,a161,2048
a115,a162,1281
a115,a163,1844
a115,a164,426
a115,a165,348
a115,a166,792
a115,a167,530
a115,a168,1020
a115,a169,276
a115,a170,360
a115,a171,227
a115,a172,167
a115,a173,235
a115,a174,383
a115,a175,166
a115,a176,132
a115,a177,119
a115,a178,170
a115,a179,183
a115,a180,279
a115,a181,73
a115,a182,95
a115,a183,63
a115,a184,61
a115,a185,107
a115,a186,52
a115,a187,32
a115,b188,45
a115,c189,12
a115,c190,3
a115,c191,25
a115,c192,31
a115,b193,85
a115,a194,306
a115,a195,470
a116,b117,484
a116,b118,75
a116,b119,22
a116,b120,548
a116,b121,719
a116,b122,223
a116,a123,745
a116,a124,836
a116,a125,932
a116,a126,476
a116,a127,699
a116,a128,247
a116,b129,271
a116,b130,127
a116,a131,525
a116,a132,802
a116,a133,811
a116,c134,12
a116,c135,7
a116,c136,8
a116,c137,10
a116,c138,16
a116,c139,32
a116,a140,137
a116,a141,2080
a116,a142,428
a116,a143,2278
a116,a144,0
a116,a145,0
a116,a146,0
a116,a147,0
a116,a148,366
a116,a149,851
a116,a150,785
a116,a151,1939
a116,a152,2909
a116,a153,1333
a116,a154,2053
a116,a155,653
a116,a156,541
a116,a157,1732
a116,a158,113
a116,a159,525
a116,a160,92
a116,a161,342
a116,a162,1353
a116,a163,654
a116,a164,2466
a116,a165,1921
a116,a166,2203
a116,a167,2800
a116,a168,947
a116,a169,2859
a116,a170,2763
a116,a171,2293
a116,a172,1581
a116,a173,2243
a116,a174,2962
a116,a175,1973
a116,a176,1817
a116,a177,1593
a116,a178,1996
a116,a179,2266
a116,a180,2739
a116,a181,921
a116,a182,1207
a116,a183,810
a116,a184,701
a116,a185,1205
a116,a186,768
a116,a187,291
a116,b188,144
a116,c189,17
a116,c190,0
a116,c191,2
a116,c192,1
a116,b193,135
a116,a194,1751
a116,a195,393
b117,b118,0
b117,b119,0
b117,b120,0
b117,b121,0
b117,b122,0
b117,a123,627
b117,a124,827
b117,a125,632
b117,a126,596
b117,a127,480
b117,a128,1170
b117,b129,21
b117,b130,0
b117,a131,274
b117,a132,233
b117,a133,320
b117,c134,454
b117,c135,388
b117,c136,683
b117,c137,342
b117,c138,806
b117,c139,557
b117,a140,604
b117,a141,737
b117,a142,397
b117,a143,495
b117,a144,555
b117,a145,405
b117,a146,643
b117,a147,790
b117,a148,800
b117,a149,470
b117,a150,907
b117,a151,414
b117,a152,456
b117,a153,747
b117,a154,744
b117,a155,404
b117,a156,298
b117,a157,208
b117,a158,752
b117,a159,726
b117,a160,713
b117,a161,411
b117,a162,1
b117,a163,0
b117,a164,458
b117,a165,498
b117,a166,194
b117,a167,551
b117,a168,156
b117,a169,684
b117,a170,719
b117,a171,712
b117,a172,720
b117,a173,739
b117,a174,664
b117,a175,569
b117,a176,429
b117,a177,442
b117,a178,586
b117,a179,568
b117,a180,706
b117,a181,384
b117,a182,446
b117,a183,326
b117,a184,387
b117,a185,566
b117,a186,220
b117,a187,326
b117,b188,574
b117,c189,386
b117,c190,211
b117,c191,234
b117,c192,167
b117,b193,782
b117,a194,232
b117,a195,118
b118,b119,0
b118,b120,0
b118,b121,0
b118,b122,0
b118,a123,184
b118,a124,449
b118,a125,122
b118,a126,220
b118,a127,95
b118,a128,1530
b118,b129,143
b118,b130,1
b118,a131,47
b118,a132,38
b118,a133,53
b118,c134,382
b118,c135,293
b118,c136,705
b118,c137,256
b118,c138,1051
b118,c139,514
b118,a140,90
b118,a141,139
b118,a142,55
b118,a143,72
b118,a144,83
b118,a145,57
b118,a146,111
b118,a147,300
b118,a148,1440
b118,a149,724
b118,a150,1059
b118,a151,64
b118,a152,67
b118,a153,175
b118,a154,198
b118,a155,73
b118,a156,53
b118,a157,296
b118,a158,211
b118,a159,1668
b118,a160,154
b118,a161,1480
b118,a162,266
b118,a163,131
b118,a164,259
b118,a165,308
b118,a166,448
b118,a167,193
b118,a168,751
b118,a169,112
b118,a170,125
b118,a171,127
b118,a172,146
b118,a173,152
b118,a174,154
b118,a175,93
b118,a176,68
b118,a177,72
b118,a178,96
b118,a179,92
b118,a180,123
b118,a181,65
b118,a182,74
b118,a183,54
b118,a184,69
b118,a185,101
b118,a186,37
b118,a187,79
b118,b188,428
b118,c189,308
b118,c190,148
b118,c191,108
b118,c192,74
b118,b193,1198
b118,a194,44
b118,a195,18
b119,b120,0
b119,b121,0
b119,b122,1188
b119,a123,54
b119,a124,215
b119,a125,18
b119,a126,73
b119,a127,14
b119,a128,874
b119,b129,2252
b119,b130,1723
b119,a131,5
b119,a132,4
b119,a133,5
b119,c134,143
b119,c135,98
b119,c136,376
b119,c137,80
b119,c138,625
b119,c139,204
b119,a140,17
b119,a141,32
b119,a142,12
b119,a143,12
b119,a144,20
b119,a145,12
b119,a146,35
b119,a147,224
b119,a148,758
b119,a149,1174
b119,a150,949
b119,a151,8
b119,a152,10
b119,a153,44
b119,a154,63
b119,a155,9
b119,a156,6
b119,a157,298
b119,a158,116
b119,a159,1619
b119,a160,47
b119,a161,1574
b119,a162,1173
b119,a163,706
b119,a164,189
b119,a165,275
b119,a166,682
b119,a167,88
b119,a168,1646
b119,a169,17
b119,a170,22
b119,a171,21
b119,a172,28
b119,a173,31
b119,a174,36
b119,a175,13
b119,a176,8
b119,a177,8
b119,a178,13
b119,a179,12
b119,a180,19
b119,a181,7
b119,a182,8
b119,a183,5
b119,a184,8
b119,a185,12
b119,a186,4
b119,a187,15
b119,b188,159
b119,c189,102
b119,c190,59
b119,c191,100
b119,c192,74
b119,b193,2329
b119,a194,20
b119,a195,5
b120,b121,0
b120,b122,502
b120,a123,368
b120,a124,580
b120,a125,373
b120,a126,320
b120,a127,262
b120,a128,882
b120,b129,1218
b120,b130,136
b120,a131,152
b120,a132,145
b120,a133,192
b120,c134,218
b120,c135,184
b120,c136,388
b120,c137,157
b120,c138,505
b120,c139,262
b120,a140,541
b120,a141,618
b120,a142,396
b120,a143,429
b120,a144,542
b120,a145,404
b120,a146,620
b120,a147,506
b120,a148,0
b120,a149,1093
b120,a150,1099
b120,a151,290
b120,a152,366
b120,a153,541
b120,a154,611
b120,a155,222
b120,a156,164
